source_id	ONCacs	_RAJ2000	_DEJ2000	N	NIC	RAJ2000	DEJ2000	Vis	F435W	e_F435W	f_F435W	F555W	e_F555W	f_F555W	F658N	e_F658N	f_F658N	F775W	e_F775W	f_F775W	F850LP	e_F850LP	f_F850LP	type	Obs
6354	6354	83.855429	-5.259858	3	0	05 35 25.303	-05 15 35.49	4C	22.0664	0.1039	1	21.3312	0.0277	1	19.016	0.0856	1	17.1872	       	3	16.0424	       	3	5	2005-04-13T03:17:09
6357	6357	83.855571	-5.424875	3	1	05 35 25.337	-05 25 29.55	0B	21.0735	0.0243	1	20.0498	0.0147	1	16.9202	0.0173	1	15.6002	0.0021	2	14.4098	0.0022	2	1	2005-04-07T02:48:40
6357	6357	83.855571	-5.424875	3	1	05 35 25.337	-05 25 29.55	0C	20.804	0.0223	1	19.1294	0.0117	1	16.7483	0.016	1	15.6602	0.0022	2	14.5578	0.0022	2	1	2005-04-08T02:46:55
6357	6357	83.855571	-5.424875	3	1	05 35 25.337	-05 25 29.55	1A	21.1638	0.0265	1	19.8883	0.0139	1	17.2365	0.0193	1	15.7706	0.0021	2	14.6295	0.0022	2	1	2005-04-09T08:15:41
6360	6360	83.8557	-5.661439	2	0	05 35 25.368	-05 39 41.18	67	       	26.369	0	       	26.062	0	       	22.5639	0	       	25.5556	4	       	24.919	4	7	2004-11-01T20:30:39
6360	6360	83.8557	-5.661439	2	0	05 35 25.368	-05 39 41.18	68	       	26.281	0	       	26.1282	0	       	22.7579	0	       	25.5228	4	22.5915	0.1183	1	7	2004-11-07T12:56:53
6362	6362	83.8557	-5.403167	3	0	05 35 25.368	-05 24 11.40	0B	20.6812	0.0325	1	19.518	0.0244	1	15.134	0.0349	1	16.6389	0.0066	2	15.8916	0.0061	2	6	2005-04-07T02:48:40
6362	6362	83.8557	-5.403167	3	0	05 35 25.368	-05 24 11.40	0C	20.2179	0.0559	1	19.5862	0.0263	1	15.2489	0.0347	1	16.808	0.0078	2	16.0755	0.0068	2	6	2005-04-08T02:46:55
6362	6362	83.855696	-5.403161	3	0	05 35 25.367	-05 24 11.38	54	20.7846	0.0349	1	19.4717	0.0234	1	15.1594	0.0332	1	16.6833	0.006	2	15.8923	0.0061	2	6	2004-10-30T17:18:36
6365	6365	83.855771	-5.396025	4	0	05 35 25.385	-05 23 45.69	54	       	23.5135	4	       	22.3645	0	       	18.4644	4	18.0386	0.0125	1	16.1353	0.0069	2	1	2004-10-30T17:18:36
6365	6365	83.855771	-5.396025	4	0	05 35 25.385	-05 23 45.69	0B	       	23.4528	0	       	22.7532	0	       	18.4679	0	17.7241	0.013	2	16.1964	0.0084	2	1	2005-04-07T02:48:40
6365	6365	83.855771	-5.396025	4	0	05 35 25.385	-05 23 45.69	0C	       	23.4099	0	       	22.8277	0	       	18.4355	0	17.791	0.014	2	16.2695	0.0095	2	1	2005-04-08T02:46:55
6365	6365	83.855771	-5.396025	4	0	05 35 25.385	-05 23 45.69	55	       	23.3714	4	       	22.6212	0	       	18.3906	4	17.744	0.0134	2	16.2268	0.0074	2	1	2004-10-25T16:22:14
6369	6369	83.855787	-5.276722	1	0	05 35 25.389	-05 16 36.20	4B	       	24.733	0	       	24.7581	0	       	21.3114	0	22.6953	0.1761	1	20.2958	0.0386	1	1	2005-04-12T23:59:43
6370	6370	83.8559	-5.626258	2	0	05 35 25.416	-05 37 34.53	67	       	26.1025	0	23.8635	0.0899	1	       	22.341	4	21.1044	0.0119	1	20.1091	0.0158	1	1	2004-11-01T20:30:39
6370	6370	83.8559	-5.626258	2	0	05 35 25.416	-05 37 34.53	68	       	26.223	0	24.5842	0.0762	1	       	22.3562	4	21.4264	0.0179	1	20.0944	0.0146	1	1	2004-11-07T12:56:53
6372	6372	83.855912	-5.364292	2	0	05 35 25.419	-05 21 51.45	55	18.8759	0.0059	1	17.1672	0.0023	2	15.2671	0.0093	1	14.7675	       	3	13.8054	       	3	3	2004-10-25T16:22:14
6372	6372	83.855912	-5.364292	2	0	05 35 25.419	-05 21 51.45	56	19.0673	0.0075	1	17.383	0.0027	2	15.4637	0.0115	1	14.8831	       	3	13.8497	       	3	3	2004-10-12T12:37:52
6374	6374	83.855929	-5.392569	4	0	05 35 25.423	-05 23 33.25	0B	20.8799	0.0253	1	19.502	0.0153	1	16.2583	0.049	1	15.7021	0.0024	2	14.7607	0.0024	2	1	2005-04-07T02:48:40
6374	6374	83.855929	-5.392569	4	0	05 35 25.423	-05 23 33.25	0C	20.9498	0.0266	1	18.8935	0.0128	1	16.2346	0.0472	1	15.7239	0.0025	2	14.786	0.0025	2	1	2005-04-08T02:46:55
6374	6374	83.855925	-5.392558	4	0	05 35 25.422	-05 23 33.21	54	20.359	0.04	1	18.6252	0.0139	1	16.8799	0.0281	1	15.6548	       	3	14.7057	0.0024	2	1	2004-10-30T17:18:36
6374	6374	83.855925	-5.392558	4	0	05 35 25.422	-05 23 33.21	55	20.7279	0.0249	1	18.9914	0.0131	1	16.9672	0.03	1	15.7029	       	3	14.7537	0.0024	2	1	2004-10-25T16:22:14
6378	6378	83.855937	-5.648875	2	0	05 35 25.425	-05 38 55.95	67	       	25.9676	0	       	25.9851	0	20.701	0.1875	1	24.366	0.0819	1	22.4858	0.0832	1	1	2004-11-01T20:30:39
6378	6378	83.855937	-5.648875	2	0	05 35 25.425	-05 38 55.95	68	       	26.1804	0	       	25.7072	0	       	22.5819	0	24.2893	0.0748	1	22.7184	0.0718	1	1	2004-11-07T12:56:53
6380	6380	83.855996	-5.451806	2	0	05 35 25.439	-05 27 06.50	1B	       	24.5989	0	       	24.4157	4	       	20.5353	4	23.1939	0.0944	1	21.3274	0.1314	1	1	2005-04-10T00:07:00
6380	6380	83.855996	-5.451806	2	0	05 35 25.439	-05 27 06.50	1C	       	24.5594	0	       	24.5022	4	       	20.5	4	23.1864	0.1005	1	21.0221	0.1138	1	1	2005-04-10T06:01:07
6382	6382	83.856012	-5.568353	4	0	05 35 25.443	-05 34 06.07	78	22.1089	0.0238	1	19.7607	0.004	1	17.4412	0.0113	1	15.7939	       	3	14.74	       	3	3	2005-04-12T06:00:16
6382	6382	83.856012	-5.568353	4	0	05 35 25.443	-05 34 06.07	79	21.2771	0.0099	1	20.8782	0.0148	1	17.5888	0.01	1	15.847	       	3	14.784	0.0026	2	3	2005-04-12T07:35:48
6382	6382	83.856012	-5.568353	4	0	05 35 25.443	-05 34 06.07	89	21.2614	0.0101	1	19.7963	0.0039	1	17.686	0.0108	1	15.8607	0.0019	2	14.8498	0.0026	2	3	2005-04-15T13:55:26
6382	6382	83.856012	-5.568353	4	0	05 35 25.443	-05 34 06.07	8A	21.3634	0.0115	1	19.8533	0.0041	1	17.7983	0.0113	1	15.9089	       	3	14.8942	0.0026	2	3	2005-04-15T17:07:21
6372	6386	83.856046	-5.36425	2	0	05 35 25.451	-05 21 51.30	55	       	24.0449	4	       	23.3996	0	       	19.7439	4	       	22.7444	0	       	21.7813	0	3	2004-10-25T16:22:14
6372	6386	83.856046	-5.36425	2	0	05 35 25.451	-05 21 51.30	56	21.2901	0.0387	1	17.7215	       	3	16.674	0.0356	1	15.1357	       	3	14.3134	       	3	3	2004-10-12T12:37:52
6388	6388	83.856075	-5.224472	1	0	05 35 25.458	-05 13 28.10	4C	       	25.6569	0	       	25.6582	0	       	22.6227	0	22.366	0.0275	1	20.9048	0.0259	1	1	2005-04-13T03:17:09
6389	6389	83.856083	-5.567339	4	0	05 35 25.460	-05 34 02.42	78	19.5522	0.0146	1	17.8425	0.0014	2	15.9358	0.0039	1	14.9535	       	3	14.0402	       	3	1	2005-04-12T06:00:16
6389	6389	83.856083	-5.567339	4	0	05 35 25.460	-05 34 02.42	79	19.848	0.015	1	17.8915	0.0015	2	16.5183	0.0123	1	15.0513	       	3	14.1292	0.002	2	1	2005-04-12T07:35:48
6389	6389	83.856079	-5.567336	4	0	05 35 25.459	-05 34 02.41	89	19.8348	0.015	1	18.1732	0.0017	2	16.4732	0.0121	1	15.1884	0.0017	2	14.2527	       	3	1	2005-04-15T13:55:26
6389	6389	83.856079	-5.567336	4	0	05 35 25.459	-05 34 02.41	8A	19.8894	0.015	1	18.2115	0.0018	2	17.0499	0.0133	1	15.2248	       	3	14.3236	0.0021	2	1	2005-04-15T17:07:21
6393	6393	83.856096	-5.359519	2	0	05 35 25.463	-05 21 34.27	55	20.6869	0.0191	1	18.8888	0.0114	1	16.8805	0.0237	1	15.6067	0.0025	2	14.6157	0.0029	2	1	2004-10-25T16:22:14
6393	6393	83.856096	-5.359519	2	0	05 35 25.463	-05 21 34.27	56	20.8742	0.0205	1	18.889	0.0113	1	16.7513	0.0603	1	15.6438	0.0027	2	14.6327	0.0032	2	1	2004-10-12T12:37:52
6395	6395	83.856162	-5.359839	2	0	05 35 25.479	-05 21 35.42	55	18.9361	0.0142	1	17.1667	0.002	2	15.8439	0.0135	1	14.875	       	3	13.9616	       	3	1	2004-10-25T16:22:14
6395	6395	83.856162	-5.359839	2	0	05 35 25.479	-05 21 35.42	56	19.1017	0.0145	1	17.1977	0.0021	2	15.8188	0.0135	1	14.8853	       	3	14.0141	       	3	1	2004-10-12T12:37:52
6397	6397	83.856175	-5.524053	4	0	05 35 25.482	-05 31 26.59	24	       	25.8482	0	23.8338	0.1414	1	       	21.7928	4	20.1727	0.0136	1	18.6903	0.0052	1	1	2004-10-28T17:18:57
6397	6397	83.856175	-5.524053	4	0	05 35 25.482	-05 31 26.59	25	       	25.7257	0	23.7345	0.1785	1	       	21.6119	4	19.9289	0.0085	1	18.8211	0.0071	1	1	2004-10-25T14:08:34
6397	6397	83.856179	-5.524075	4	0	05 35 25.483	-05 31 26.67	78	       	25.8629	0	24.1314	0.0654	1	20.7632	0.1664	1	21.6217	0.0201	1	18.7841	0.0069	1	1	2005-04-12T06:00:16
6397	6397	83.856179	-5.524075	4	0	05 35 25.483	-05 31 26.67	79	       	25.8073	0	23.5168	0.0453	1	       	21.6227	0	20.03	0.0132	1	18.8013	0.0069	1	1	2005-04-12T07:35:48
6401	6401	83.856358	-5.419939	2	1	05 35 25.526	-05 25 11.78	0B	22.7412	0.067	1	22.1921	0.0467	1	17.3113	0.0245	1	20.2015	0.0177	1	18.7863	0.0206	1	6	2005-04-07T02:48:40
6401	6401	83.856358	-5.419939	2	1	05 35 25.526	-05 25 11.78	0C	21.4986	0.0633	1	22.1511	0.0443	1	17.3013	0.0242	1	20.1462	0.0162	1	18.8115	0.0186	1	6	2005-04-08T02:46:55
6403	6403	83.856425	-5.567975	4	0	05 35 25.542	-05 34 04.71	78	19.572	0.0043	1	18.3011	0.002	1	16.7204	0.0069	1	16.0285	       	3	14.8676	       	3	3	2005-04-12T06:00:16
6403	6403	83.856425	-5.567975	4	0	05 35 25.542	-05 34 04.71	79	19.6403	0.0042	1	18.354	0.002	1	16.7193	0.0068	1	15.9527	       	3	14.872	       	3	3	2005-04-12T07:35:48
6403	6403	83.856421	-5.567978	4	0	05 35 25.541	-05 34 04.72	89	19.6425	0.0039	1	18.3374	0.002	1	16.6279	0.0052	1	15.9278	       	3	14.8824	       	3	3	2005-04-15T13:55:26
6403	6403	83.856421	-5.567978	4	0	05 35 25.541	-05 34 04.72	8A	19.7262	0.0041	1	18.4117	0.002	1	16.6028	0.0057	1	15.9504	       	3	14.9703	       	3	3	2005-04-15T17:07:21
6407	6407	83.856483	-5.639911	2	0	05 35 25.556	-05 38 23.68	67	       	26.1724	0	       	25.8241	0	       	22.5017	0	23.8535	0.063	1	22.4286	0.1097	1	1	2004-11-01T20:30:39
6407	6407	83.856483	-5.639911	2	0	05 35 25.556	-05 38 23.68	68	       	26.0901	0	       	25.6956	0	       	22.6044	0	23.8691	0.0582	1	22.4054	0.0454	1	1	2004-11-07T12:56:53
6409	6409	83.8565	-5.503172	2	0	05 35 25.560	-05 30 11.42	24	24.3707	0.0827	1	23.2451	0.0392	1	       	21.4362	4	20.7418	0.0155	1	19.7044	0.0116	1	1	2004-10-28T17:18:57
6409	6409	83.8565	-5.503172	2	0	05 35 25.560	-05 30 11.42	25	24.7658	0.1247	1	23.2046	0.0382	1	       	21.5301	4	20.7431	0.0155	1	19.7497	0.0147	1	1	2004-10-25T14:08:34
6411	6411	83.856604	-5.551325	2	1	05 35 25.585	-05 33 04.77	78	       	25.7206	4	23.8331	0.0514	1	20.6864	0.086	1	19.1346	0.0053	1	17.5356	0.0038	1	1	2005-04-12T06:00:16
6411	6411	83.856604	-5.551325	2	1	05 35 25.585	-05 33 04.77	79	       	25.7487	4	23.9432	0.0532	1	21.1695	0.1103	1	19.4558	0.0121	1	17.6133	0.0038	1	1	2005-04-12T07:35:48
6413	6413	83.856671	-5.505511	2	0	05 35 25.601	-05 30 19.84	24	18.1081	0.0024	2	17.1088	0.0021	2	14.7148	0.0021	2	14.8172	       	3	13.941	       	3	1	2004-10-28T17:18:57
6413	6413	83.856671	-5.505511	2	0	05 35 25.601	-05 30 19.84	25	18.9604	0.0041	1	17.6282	0.0026	2	15.0752	0.0026	1	14.9424	       	3	14.0215	0.0025	2	1	2004-10-25T14:08:34
6415	6415	83.856875	-5.557653	2	1	05 35 25.650	-05 33 27.55	78	       	25.7525	0	       	25.6717	0	       	22.0172	0	23.5312	0.0532	1	22.509	0.1503	1	1	2005-04-12T06:00:16
6415	6415	83.856875	-5.557653	2	1	05 35 25.650	-05 33 27.55	79	       	25.842	0	       	25.7796	0	       	21.6205	0	23.3044	0.0462	1	22.1658	0.0969	1	1	2005-04-12T07:35:48
6417	6417	83.856892	-5.301178	4	0	05 35 25.654	-05 18 04.24	3B	       	25.2375	0	23.4296	0.0499	1	20.6129	0.0819	1	18.6963	0.0111	1	16.5309	0.0029	1	1	2005-04-09T14:39:33
6417	6417	83.856892	-5.301178	4	0	05 35 25.654	-05 18 04.24	3C	       	25.1619	0	23.612	0.0562	1	       	21.3791	4	18.9647	0.0115	1	16.5915	0.003	1	1	2005-04-10T21:57:41
6417	6417	83.856867	-5.301186	4	0	05 35 25.648	-05 18 04.27	4A	       	25.0789	0	23.2486	0.0456	1	20.436	0.0939	1	18.5728	0.011	1	16.4575	0.0029	1	1	2005-04-13T05:59:48
6417	6417	83.856867	-5.301186	4	0	05 35 25.648	-05 18 04.27	4B	       	25.2402	0	22.8415	0.0692	1	20.3593	0.1716	1	18.112	0.0038	1	16.4803	0.0028	1	1	2005-04-12T23:59:43
6421	6421	83.8569	-5.4174	2	1	05 35 25.656	-05 25 02.64	0B	14.6095	       	3	14.6312	       	3	       	20.0022	0	14.184	       	3	13.4539	       	3	1	2005-04-07T02:48:40
6421	6421	83.8569	-5.4174	2	1	05 35 25.656	-05 25 02.64	0C	15.4524	       	3	15.7412	       	3	       	20.678	0	15.2667	       	3	19.8857	0.0357	1	1	2005-04-08T02:46:55
6423	6423	83.856988	-5.510556	2	0	05 35 25.677	-05 30 38.00	24	19.7908	0.015	1	18.1309	0.0018	2	16.1157	0.0116	1	14.9967	       	3	13.9664	       	3	1	2004-10-28T17:18:57
6423	6423	83.856988	-5.510556	2	0	05 35 25.677	-05 30 38.00	25	19.5443	0.0146	1	17.8598	0.0016	2	15.8084	0.0112	1	14.853	       	3	13.7187	       	3	1	2004-10-25T14:08:34
6425	6425	83.857054	-5.407967	2	1	05 35 25.693	-05 24 28.68	0B	       	24.0307	0	       	23.7506	0	18.8303	0.1061	1	20.6645	0.1093	1	19.4011	0.0567	1	1	2005-04-07T02:48:40
6425	6425	83.857054	-5.407967	2	1	05 35 25.693	-05 24 28.68	0C	       	24.0885	0	       	23.7224	0	18.8536	0.1171	1	20.6003	0.0932	1	19.5011	0.0573	1	1	2005-04-08T02:46:55
6427	6427	83.857058	-5.287806	2	0	05 35 25.694	-05 17 16.10	4A	       	24.9937	0	       	24.7561	4	       	21.2843	0	22.1727	0.0324	1	20.6121	0.0425	1	1	2005-04-13T05:59:48
6427	6427	83.857058	-5.287806	2	0	05 35 25.694	-05 17 16.10	4B	       	25.0573	0	       	24.8774	4	       	21.4639	0	22.2568	0.0341	1	20.6241	0.0437	1	1	2005-04-12T23:59:43
6429	6429	83.857117	-5.643428	2	0	05 35 25.708	-05 38 36.34	67	       	26.0058	0	       	25.7255	0	       	22.4238	4	21.3448	0.0177	1	19.7113	0.0113	1	1	2004-11-01T20:30:39
6429	6429	83.857117	-5.643428	2	0	05 35 25.708	-05 38 36.34	68	       	26.0569	0	       	25.4015	0	       	22.2775	4	21.3509	0.0177	1	19.6979	0.0111	1	1	2004-11-07T12:56:53
6431	6431	83.857133	-5.385906	4	0	05 35 25.712	-05 23 09.26	0B	19.4076	0.0149	1	17.3163	0.0023	2	15.5733	0.0091	1	14.9162	       	3	13.8272	       	3	1	2005-04-07T02:48:40
6431	6431	83.857133	-5.385906	4	0	05 35 25.712	-05 23 09.26	0C	19.7338	0.0158	1	17.4322	0.0025	2	15.6735	0.0104	1	14.9406	       	3	13.895	       	3	1	2005-04-08T02:46:55
6431	6431	83.857121	-5.385903	4	0	05 35 25.709	-05 23 09.25	54	19.1961	0.0146	1	17.3307	0.002	2	15.6962	0.0118	1	14.8884	       	3	13.8097	       	3	1	2004-10-30T17:18:36
6431	6431	83.857121	-5.385903	4	0	05 35 25.709	-05 23 09.25	55	18.972	0.0142	1	17.1564	0.0017	2	15.3723	0.0079	1	14.7779	       	3	13.732	       	3	1	2004-10-25T16:22:14
6435	6435	83.857133	-5.493136	2	0	05 35 25.712	-05 29 35.29	24	21.6644	0.021	1	20.3939	0.0131	1	17.1659	0.0141	1	16.579	0.0022	2	15.3639	0.0022	2	1	2004-10-28T17:18:57
6435	6435	83.857133	-5.493136	2	0	05 35 25.712	-05 29 35.29	25	22.034	0.0238	1	20.4916	0.0134	1	17.1936	0.0152	1	16.6521	0.0022	2	15.4271	0.0022	2	1	2004-10-25T14:08:34
6437	6437	83.8572	-5.444936	2	0	05 35 25.728	-05 26 41.77	1B	18.0686	0.0025	2	16.587	0.0012	2	14.8793	0.0048	2	14.6404	       	3	13.6229	       	3	1	2005-04-10T00:07:00
6437	6437	83.8572	-5.444936	2	0	05 35 25.728	-05 26 41.77	1C	18.1235	0.0028	2	16.6601	0.0012	2	14.9677	0.0054	2	14.6571	       	3	13.7464	       	3	1	2005-04-10T06:01:07
6439	6439	83.857642	-5.621647	2	0	05 35 25.834	-05 37 17.93	67	       	26.0385	4	22.2929	0.0363	1	21.7296	0.1317	1	21.1258	0.0165	1	19.9401	0.0143	1	1	2004-11-01T20:30:39
6439	6439	83.857642	-5.621647	2	0	05 35 25.834	-05 37 17.93	68	       	25.9171	4	23.9934	0.0494	1	       	22.1626	4	21.1239	0.0164	1	19.9636	0.0132	1	1	2004-11-07T12:56:53
6441	6441	83.857708	-5.367147	2	1	05 35 25.850	-05 22 01.73	54	       	25.0849	0	       	24.1717	4	       	21.1173	4	21.3715	0.0294	1	18.903	0.0215	1	1	2004-10-30T17:18:36
6441	6441	83.857708	-5.367147	2	1	05 35 25.850	-05 22 01.73	55	       	24.958	0	       	24.5768	4	       	20.864	4	21.2968	0.0271	1	18.8816	0.0207	1	1	2004-10-25T16:22:14
6443	6443	83.856958	-5.505811	2	0	05 35 25.670	-05 30 20.92	24	15.6952	       	3	14.8506	       	3	13.0924	0.001	2	13.8788	       	3	13.0533	       	3	1	2004-10-28T17:18:57
6443	6443	83.856958	-5.505811	2	0	05 35 25.670	-05 30 20.92	25	15.9782	0.0008	2	15.0201	       	3	13.1222	0.0011	2	13.9847	       	3	13.0306	       	3	1	2004-10-25T14:08:34
6445	6445	83.857892	-5.287728	2	0	05 35 25.894	-05 17 15.82	4A	       	25.2634	4	       	24.7415	0	       	21.1527	0	       	24.5766	4	21.6088	0.1135	1	1	2005-04-13T05:59:48
6445	6445	83.857892	-5.287728	2	0	05 35 25.894	-05 17 15.82	4B	       	25.0646	4	       	24.9252	0	       	21.3873	0	       	24.5543	4	21.6137	0.1065	1	1	2005-04-12T23:59:43
6447	6447	83.858067	-5.429883	4	0	05 35 25.936	-05 25 47.58	0B	       	24.5263	4	       	23.6277	4	       	20.3233	4	15.771	       	3	15.2335	       	3	1	2005-04-07T02:48:40
6447	6447	83.858067	-5.429883	4	0	05 35 25.936	-05 25 47.58	1C	       	24.0676	0	       	23.9076	0	       	20.3239	0	15.8921	       	3	15.3718	       	3	1	2005-04-10T06:01:07
6447	6447	83.858067	-5.429883	4	0	05 35 25.936	-05 25 47.58	0C	       	24.0732	4	       	23.6297	4	       	20.3	4	       	23.167	0	       	21.5426	0	1	2005-04-08T02:46:55
6447	6447	83.858067	-5.429883	4	0	05 35 25.936	-05 25 47.58	1B	       	24.2311	0	       	23.7944	0	       	20.7464	0	16.4605	       	3	16.2001	       	3	1	2005-04-10T00:07:00
6447	6451	83.858342	-5.429931	4	0	05 35 26.002	-05 25 47.75	0B	18.1447	0.0039	2	16.5435	0.0014	2	14.6428	0.0043	2	14.3549	       	3	13.3317	       	3	1	2005-04-07T02:48:40
6447	6451	83.858342	-5.429931	4	0	05 35 26.002	-05 25 47.75	0C	18.238	0.0045	2	16.627	0.0018	2	14.7389	0.0049	2	14.4565	       	3	13.3971	       	3	1	2005-04-08T02:46:55
6447	6451	83.858346	-5.429933	4	0	05 35 26.003	-05 25 47.76	1B	18.2055	0.0041	2	16.6106	0.0015	2	14.7464	0.0046	1	14.512	       	3	13.5614	       	3	1	2005-04-10T00:07:00
6447	6451	83.858346	-5.429933	4	0	05 35 26.003	-05 25 47.76	1C	18.2566	0.0049	2	16.636	0.0019	2	14.7792	0.0051	2	14.5806	       	3	13.5335	       	3	1	2005-04-10T06:01:07
6455	6455	83.858358	-5.644894	2	0	05 35 26.006	-05 38 41.62	67	       	26.0498	0	       	25.7889	0	       	22.5291	0	       	25.154	4	23.1421	0.072	1	1	2004-11-01T20:30:39
6455	6455	83.858358	-5.644894	2	0	05 35 26.006	-05 38 41.62	68	       	25.5824	0	       	25.8409	0	       	22.5411	0	24.1898	0.123	1	23.2558	0.194	1	1	2004-11-07T12:56:53
6457	6457	83.858367	-5.320319	2	0	05 35 26.008	-05 19 13.15	3B	       	25.5076	0	       	25.3192	0	       	22.0998	0	21.5535	0.0235	1	19.6975	0.0176	1	1	2005-04-09T14:39:33
6457	6457	83.858367	-5.320319	2	0	05 35 26.008	-05 19 13.15	3C	       	25.5573	0	       	25.2304	0	       	21.729	0	22.087	0.0277	1	19.6119	0.0149	1	1	2005-04-10T21:57:41
6459	6459	83.858508	-5.572306	3	0	05 35 26.042	-05 34 20.30	7A	       	25.9109	0	       	25.5821	0	       	22.139	0	23.3402	0.1445	1	21.919	0.0778	1	1	2005-04-11T03:19:22
6459	6459	83.858508	-5.572311	3	0	05 35 26.042	-05 34 20.32	89	       	26.1145	0	       	25.6636	4	       	22.1581	0	23.4273	0.0465	1	21.9533	0.0756	1	1	2005-04-15T13:55:26
6459	6459	83.858508	-5.572311	3	0	05 35 26.042	-05 34 20.32	8A	       	25.7001	0	       	25.9077	4	       	22.2508	0	23.5447	0.047	1	22.0047	0.0779	1	1	2005-04-15T17:07:21
6462	6462	83.858558	-5.355806	2	0	05 35 26.054	-05 21 20.90	56	20.313	0.0186	1	18.4397	0.0108	1	16.1603	0.0136	1	14.857	       	3	13.7327	       	3	1	2004-10-12T12:37:52
6462	6462	83.858558	-5.355806	2	0	05 35 26.054	-05 21 20.90	54	19.8537	0.0096	1	17.8557	0.0044	2	15.9176	0.0063	1	15.9167	0.0078	2	14.7973	0.0069	2	0	2004-10-30T17:18:36
6464	6464	83.858775	-5.625075	2	0	05 35 26.106	-05 37 30.27	67	       	26.0188	0	       	25.8511	0	       	22.2092	0	23.4681	0.0534	1	22.3883	0.0415	1	1	2004-11-01T20:30:39
6464	6464	83.858775	-5.625075	2	0	05 35 26.106	-05 37 30.27	68	       	26.1349	0	       	25.9692	0	       	22.578	0	23.4486	0.0517	1	22.6577	0.1225	1	1	2004-11-07T12:56:53
6466	6466	83.858929	-5.427617	4	0	05 35 26.143	-05 25 39.42	0B	16.2407	       	3	15.5556	       	3	17.386	0.0881	1	14.6181	       	3	13.5843	       	3	1	2005-04-07T02:48:40
6466	6466	83.858929	-5.427617	4	0	05 35 26.143	-05 25 39.42	0C	       	23.3253	0	15.8028	       	3	17.6542	0.1167	1	14.7195	       	3	13.6782	       	3	1	2005-04-08T02:46:55
6466	6466	83.858933	-5.427608	4	0	05 35 26.144	-05 25 39.39	1B	15.8705	       	3	15.3057	       	3	17.5653	0.1142	1	14.389	       	3	13.71	       	3	1	2005-04-10T00:07:00
6466	6466	83.858933	-5.427608	4	0	05 35 26.144	-05 25 39.39	1C	       	23.2668	0	15.5711	       	3	17.8756	0.1478	1	14.466	       	3	13.7766	       	3	1	2005-04-10T06:01:07
6470	6470	83.858987	-5.382497	3	0	05 35 26.157	-05 22 56.99	0B	       	24.3401	0	22.1998	0.0371	1	18.7179	0.0576	1	17.0919	0.0031	2	15.6665	0.0029	2	1	2005-04-07T02:48:40
6470	6470	83.858979	-5.382489	3	0	05 35 26.155	-05 22 56.96	54	23.4383	0.0798	1	21.0034	0.0455	1	18.6143	0.051	1	17.086	0.003	2	15.6098	0.0026	2	1	2004-10-30T17:18:36
6470	6470	83.858979	-5.382489	3	0	05 35 26.155	-05 22 56.96	55	       	24.346	0	22.1615	0.0406	1	18.6812	0.1547	1	17.5476	0.004	2	15.9871	0.0034	2	1	2004-10-25T16:22:14
6473	6473	83.859046	-5.505006	2	0	05 35 26.171	-05 30 18.02	24	19.5738	0.0147	1	17.8105	0.0015	2	15.8909	0.0114	1	15.0029	0.0017	2	14.1717	0.002	2	1	2004-10-28T17:18:57
6473	6473	83.859046	-5.505006	2	0	05 35 26.171	-05 30 18.02	25	19.098	0.0141	1	17.6721	0.0015	2	15.4093	0.0108	1	15.0764	       	3	14.2248	0.002	2	1	2004-10-25T14:08:34
6475	6475	83.859079	-5.335011	2	0	05 35 26.179	-05 20 06.04	3D	19.7123	0.006	1	17.8008	0.0018	2	16.1103	0.0117	1	15.0324	       	3	13.9979	       	3	1	2005-04-09T11:27:39
6475	6475	83.859079	-5.335011	2	0	05 35 26.179	-05 20 06.04	3C	19.8019	0.0151	1	17.7768	0.0018	2	15.7643	0.005	1	14.9854	       	3	13.9728	       	3	1	2005-04-10T21:57:41
6477	6477	83.859096	-5.422339	2	1	05 35 26.183	-05 25 20.42	0B	19.0886	0.0101	1	18.0645	0.0048	1	16.4445	0.0295	1	15.3951	0.0023	2	14.4958	0.0027	2	6	2005-04-07T02:48:40
6477	6477	83.859096	-5.422339	2	1	05 35 26.183	-05 25 20.42	0C	19.1451	0.0113	1	18.1086	0.0048	2	16.779	0.0184	1	15.4314	0.0023	2	14.5828	0.003	2	6	2005-04-08T02:46:55
6479	6479	83.85915	-5.665469	2	0	05 35 26.196	-05 39 55.69	67	       	26.2422	0	       	26.0578	0	       	22.6631	0	24.4558	0.0986	1	23.3334	0.1963	1	1	2004-11-01T20:30:39
6479	6479	83.85915	-5.665469	2	0	05 35 26.196	-05 39 55.69	66	       	26.1899	0	       	25.9622	0	       	22.6813	0	24.3344	0.0936	1	23.0438	0.1737	1	1	2004-11-07T15:38:49
6481	6481	83.859142	-5.460167	2	1	05 35 26.194	-05 27 36.60	1B	14.3196	       	3	13.9204	       	3	11.4176	       	3	13.2769	       	3	12.3422	       	3	1	2005-04-10T00:07:00
6481	6481	83.859142	-5.460167	2	1	05 35 26.194	-05 27 36.60	1C	14.4334	       	3	14.0528	       	3	11.5289	       	3	13.3352	       	3	12.3933	       	3	1	2005-04-10T06:01:07
6483	6483	83.859292	-5.513194	2	0	05 35 26.230	-05 30 47.50	24	       	25.7887	0	       	25.4404	0	       	21.7595	0	23.0802	0.1243	1	22.0859	0.114	1	1	2004-10-28T17:18:57
