source_id	ONCnic3	_RAJ2000	_DEJ2000	N	Vis	xPos	yPos	Opt	O	RAJ2000	DEJ2000	F110W	e_F110W	f_F110W	F160W	e_F160W	f_F160W
8638	474	83.673179	-5.649756	1	73	502	490	0	0	05 34 41.563	-05 38 59.12	19.921	0.135	1	18.29	0.094	1
8639	475	83.673108	-5.522814	1	5	192	329	0	0	05 34 41.546	-05 31 22.13	       	21.0729	2	       	20.7188	2
8640	476	83.673237	-5.338886	1	2C	346	413	0	0	05 34 41.577	-05 20 19.99	       	20.5678	2	20.06	0.218	1
8641	477	83.672917	-5.572933	1	1E	469	130	0	0	05 34 41.500	-05 34 22.56	15.251	0.016	1	14.11	0.014	1
8641	478	83.672938	-5.572969	1	1E	469	129	0	0	05 34 41.505	-05 34 22.69	14.894	0.013	1	14.22	0.014	1
8642	479	83.673179	-5.439161	1	36	472	257	0	0	05 34 41.563	-05 26 20.98	       	21.0648	2	19.87	0.197	1
8643	480	83.673612	-5.200692	1	5C	527	500	0	0	05 34 41.667	-05 12 02.49	19.99	0.14	1	19.74	0.185	1
8644	481	83.6734	-5.696672	1	84	592	472	0	0	05 34 41.616	-05 41 48.02	12.038	0.004	1	11.35	0.004	1
8643	482	83.673704	-5.200656	1	5C	525	501	0	0	05 34 41.689	-05 12 02.36	20.207	0.155	1	19.76	0.186	1
8645	483	83.673812	-5.205775	1	5C	523	410	0	0	05 34 41.715	-05 12 20.79	21.014	0.235	1	20.29	0.241	1
1023	484	83.673867	-5.3337	1	2C	335	505	2	2	05 34 41.728	-05 20 01.32	20.79	0.205	1	19.22	0.146	1
8646	485	83.67365	-5.424364	1	36	464	520	0	0	05 34 41.676	-05 25 27.71	       	21.127	2	20.42	0.253	1
8647	486	83.674071	-5.648814	1	73	486	506	0	0	05 34 41.777	-05 38 55.73	       	22.0525	2	       	21.9411	2
8648	487	83.674096	-5.649336	1	73	486	497	0	0	05 34 41.783	-05 38 57.61	       	21.9869	2	20.69	0.285	1
8649	488	83.674033	-5.336464	1	2C	332	456	0	0	05 34 41.768	-05 20 11.27	       	20.9544	2	20.55	0.284	1
1035	489	83.674575	-5.574942	1	1E	450	105	1	1	05 34 41.898	-05 34 29.79	14.41	0.011	1	12.5	0.007	1
8650	490	83.674692	-5.335878	1	2C	320	466	0	0	05 34 41.926	-05 20 09.16	       	20.9889	2	       	21.082	2
8651	491	83.674804	-5.703042	1	84	567	359	0	0	05 34 41.953	-05 42 10.95	       	21.636	2	       	21.2009	2
8652	492	83.675042	-5.384714	1	44	341	405	0	0	05 34 42.010	-05 23 04.97	       	21.4337	2	       	20.9092	2
8653	493	83.674829	-5.570103	1	1E	435	180	0	0	05 34 41.959	-05 34 12.37	21.363	0.271	1	19.3	0.15	1
8653	494	83.674837	-5.570097	1	1E	435	180	0	0	05 34 41.961	-05 34 12.35	       	21.6285	2	19.21	0.144	1
8654	495	83.675358	-5.703322	1	84	557	354	0	0	05 34 42.086	-05 42 11.96	19.435	0.108	1	17.37	0.061	1
8655	496	83.675321	-5.437639	1	36	435	284	0	0	05 34 42.077	-05 26 15.50	       	21.4579	2	20.43	0.254	1
8656	497	83.675787	-5.643936	1	73	456	593	0	0	05 34 42.189	-05 38 38.17	       	21.9668	2	19.58	0.171	1
8657	498	83.6754	-5.565539	1	1E	425	261	0	0	05 34 42.096	-05 33 55.94	19.32	0.103	1	17.98	0.082	1
8657	499	83.675417	-5.565531	1	1E	425	261	0	0	05 34 42.100	-05 33 55.91	19.287	0.101	1	17.99	0.082	1
1051	500	83.675783	-5.378075	1	44	328	523	2	2	05 34 42.188	-05 22 41.07	20.358	0.179	1	18.57	0.109	1
8658	501	83.676	-5.565886	1	1E	425	266	0	0	05 34 42.240	-05 33 57.19	20.44	0.172	1	20.49	0.263	1
8659	502	83.676104	-5.203211	1	5C	483	456	0	0	05 34 42.265	-05 12 11.56	21.395	0.28	1	20.14	0.223	1
8660	503	83.676367	-5.198628	1	5C	478	537	0	0	05 34 42.328	-05 11 55.06	       	21.7811	2	       	21.2954	2
8661	504	83.676379	-5.563364	1	1E	418	310	0	0	05 34 42.331	-05 33 48.11	       	21.6146	2	       	21.3926	2
1057	505	83.676217	-5.375708	1	44	320	565	3	3	05 34 42.292	-05 22 32.55	17.553	0.045	1	16.17	0.035	1
8662	506	83.676404	-5.662481	1	73	445	264	0	0	05 34 42.337	-05 39 44.93	20.415	0.17	1	18.58	0.108	1
8663	507	83.676492	-5.568872	1	1E	416	213	0	0	05 34 42.358	-05 34 07.94	       	21.6746	2	       	21.68	2
1059	508	83.676163	-5.421542	1	36	420	570	3	3	05 34 42.279	-05 25 17.55	16.475	0.028	1	14.96	0.02	1
8664	509	83.676183	-5.429897	1	36	419	421	0	0	05 34 42.284	-05 25 47.63	       	21.1588	2	20.68	0.286	1
8665	510	83.676612	-5.341622	1	2C	286	364	0	0	05 34 42.387	-05 20 29.84	       	20.9143	2	       	20.8911	2
8666	511	83.676808	-5.573636	1	1E	410	128	0	0	05 34 42.434	-05 34 25.09	       	21.3752	2	20.09	0.217	1
8667	512	83.676787	-5.659992	1	73	438	308	0	0	05 34 42.429	-05 39 35.97	       	22.0892	2	20.45	0.256	1
8668	513	83.676862	-5.210633	1	5C	469	324	0	0	05 34 42.447	-05 12 38.28	14.678	0.012	1	13.63	0.011	1
8669	514	83.676654	-5.388242	1	44	312	343	0	0	05 34 42.397	-05 23 17.67	20.55	0.184	1	       	21.4504	2
8670	515	83.676925	-5.205225	1	5C	468	420	0	0	05 34 42.462	-05 12 18.81	10.414	0.002	1	9.22	0.001	1
8671	516	83.676975	-5.341647	1	2C	280	364	0	0	05 34 42.474	-05 20 29.93	       	20.8301	2	20.22	0.241	1
1063	517	83.676817	-5.424747	1	36	408	513	2	2	05 34 42.436	-05 25 29.09	       	20.9435	2	19.43	0.16	1
8672	518	83.676758	-5.562719	1	1E	401	311	0	0	05 34 42.422	-05 33 45.79	20.291	0.162	1	18.55	0.106	1
8673	519	83.677137	-5.3876	1	44	304	354	0	0	05 34 42.513	-05 23 15.36	       	21.0072	2	       	21.2318	2
8672	520	83.676796	-5.562731	1	1E	401	311	0	0	05 34 42.431	-05 33 45.83	20.345	0.165	1	18.37	0.098	1
1068	521	83.677254	-5.379528	1	44	302	497	3	3	05 34 42.541	-05 22 46.30	14.87	0.013	1	14.02	0.013	1
8674	522	83.677375	-5.519117	1	6	602	480	0	0	05 34 42.570	-05 31 08.82	       	21.0003	2	       	21.0333	2
8675	523	83.677221	-5.436003	1	36	401	313	0	0	05 34 42.533	-05 26 09.61	       	21.605	2	       	21.8299	2
8676	524	83.677629	-5.577017	1	1E	396	68	0	0	05 34 42.631	-05 34 37.26	       	21.1618	2	20.15	0.225	1
8677	525	83.677679	-5.647825	1	73	423	524	0	0	05 34 42.643	-05 38 52.17	21.458	0.277	1	19.32	0.151	1
8678	526	83.678071	-5.435158	1	36	386	328	0	0	05 34 42.737	-05 26 06.57	       	21.6774	2	       	21.8889	2
8679	527	83.678517	-5.647697	1	73	408	526	0	0	05 34 42.844	-05 38 51.71	       	21.9385	2	       	21.6867	2
8680	528	83.678387	-5.688667	1	84	504	614	0	0	05 34 42.813	-05 41 19.20	       	21.9299	2	18.67	0.112	1
8681	529	83.678125	-5.574208	1	1E	377	107	0	0	05 34 42.750	-05 34 27.15	18.256	0.063	1	16.87	0.049	1
8681	530	83.678125	-5.574208	1	1E	377	107	0	0	05 34 42.750	-05 34 27.15	18.256	0.063	1	16.87	0.049	1
8681	531	83.678125	-5.574239	1	1E	377	106	0	0	05 34 42.750	-05 34 27.26	18.253	0.063	1	16.85	0.048	1
8682	532	83.678713	-5.550433	1	1E	377	540	0	0	05 34 42.891	-05 33 01.56	       	21.4337	2	20.27	0.24	1
1100	533	83.678342	-5.417347	1	36	382	644	2	2	05 34 42.802	-05 25 02.45	       	20.6381	2	19.51	0.166	1
8683	534	83.678183	-5.386939	1	44	279	357	0	0	05 34 42.764	-05 23 12.98	       	21.113	2	       	21.3203	2
8684	535	83.678754	-5.552528	1	1E	376	503	0	0	05 34 42.901	-05 33 09.10	       	21.4532	2	       	21.2944	2
1103	536	83.678667	-5.42135	1	36	376	573	3	3	05 34 42.880	-05 25 16.86	12.83	0.005	1	11.45	0.004	1
8685	537	83.678875	-5.697064	1	84	495	465	0	0	05 34 42.930	-05 41 49.43	       	22.1311	2	19.18	0.142	1
8686	538	83.678983	-5.427314	1	36	370	467	0	0	05 34 42.956	-05 25 38.33	       	21.1183	2	       	21.4434	2
8687	539	83.679183	-5.391094	1	44	268	292	0	0	05 34 43.004	-05 23 27.94	       	20.9959	2	       	21.2485	2
8688	540	83.679487	-5.664003	1	73	390	237	0	0	05 34 43.077	-05 39 50.41	       	21.5851	2	       	21.3455	2
8689	541	83.679633	-5.211783	1	5C	420	304	0	0	05 34 43.112	-05 12 42.42	       	20.5318	2	       	20.811	2
8690	542	83.679504	-5.525181	1	6	564	372	0	0	05 34 43.081	-05 31 30.65	       	21.4176	2	20.24	0.238	1
8691	543	83.679708	-5.211028	1	5C	419	317	0	0	05 34 43.130	-05 12 39.70	       	20.5874	2	       	20.8733	2
8692	544	83.679592	-5.706503	1	84	482	298	0	0	05 34 43.102	-05 42 23.41	20.676	0.192	1	20.63	0.278	1
8693	545	83.679842	-5.654983	1	73	384	397	0	0	05 34 43.162	-05 39 17.94	       	22.2131	2	20.2	0.227	1
8694	546	83.679412	-5.568372	1	1E	354	211	0	0	05 34 43.059	-05 34 06.14	21.469	0.29	1	       	21.6681	2
8694	547	83.67945	-5.568378	1	1E	354	210	0	0	05 34 43.068	-05 34 06.16	       	21.5626	2	       	21.6603	2
8695	548	83.679887	-5.388233	1	44	255	343	0	0	05 34 43.173	-05 23 17.64	       	21.0858	2	       	21.1332	2
8696	549	83.680179	-5.663269	1	73	378	250	0	0	05 34 43.243	-05 39 47.77	       	21.6608	2	20.3	0.239	1
8697	550	83.680008	-5.702306	1	84	475	372	0	0	05 34 43.202	-05 42 08.30	       	21.8882	2	20.65	0.287	1
8698	551	83.680525	-5.572114	1	1E	345	155	0	0	05 34 43.326	-05 34 19.61	       	21.6814	2	20.67	0.285	1
8699	552	83.680633	-5.438958	1	36	341	261	0	0	05 34 43.352	-05 26 20.25	       	21.4514	2	       	21.527	2
1125	553	83.6807	-5.422217	1	36	340	558	2	2	05 34 43.368	-05 25 19.98	19.904	0.137	1	18.44	0.101	1
8700	554	83.681004	-5.524192	1	6	538	390	0	0	05 34 43.441	-05 31 27.09	20.943	0.22	1	       	21.0383	2
8701	555	83.681196	-5.661747	1	73	360	277	0	0	05 34 43.487	-05 39 42.29	       	21.9461	2	       	21.8094	2
8702	556	83.681287	-5.55935	1	1E	331	381	0	0	05 34 43.509	-05 33 33.66	       	21.1102	2	20.15	0.224	1
8703	557	83.681233	-5.523847	1	6	534	396	0	0	05 34 43.496	-05 31 25.85	21.394	0.273	1	       	21.0459	2
8704	558	83.681442	-5.213161	1	5C	388	279	0	0	05 34 43.546	-05 12 47.38	       	20.7144	2	       	20.8843	2
8705	559	83.68155	-5.661408	1	73	354	283	0	0	05 34 43.572	-05 39 41.07	       	22	2	20.25	0.233	1
8706	560	83.681621	-5.196792	1	5C	385	570	0	0	05 34 43.589	-05 11 48.45	       	21.7189	2	20.27	0.236	1
8707	561	83.6817	-5.216828	1	5C	383	214	0	0	05 34 43.608	-05 13 00.58	       	20.378	2	       	20.6054	2
8708	562	83.681183	-5.568236	1	1E	323	213	0	0	05 34 43.484	-05 34 05.65	       	21.5133	2	       	21.7004	2
8709	563	83.681892	-5.660733	1	73	348	295	0	0	05 34 43.654	-05 39 38.64	       	22.0431	2	       	21.8871	2
8710	564	83.681962	-5.200236	1	5C	379	508	0	0	05 34 43.671	-05 12 00.85	       	21.9652	2	       	21.4204	2
8701	565	83.681433	-5.661825	1	73	347	268	0	0	05 34 43.544	-05 39 42.57	       	21.928	2	       	21.6623	2
8711	566	83.681883	-5.704206	1	84	442	338	0	0	05 34 43.652	-05 42 15.14	       	21.8619	2	       	21.5857	2
8712	567	83.68195	-5.38505	1	44	219	399	0	0	05 34 43.668	-05 23 06.18	       	20.7236	2	20.66	0.289	1
8713	568	83.681867	-5.429294	1	36	319	432	0	0	05 34 43.648	-05 25 45.46	       	21.022	2	       	21.4619	2
8714	569	83.681771	-5.561928	1	1E	313	325	0	0	05 34 43.625	-05 33 42.94	       	21.4348	2	       	21.4598	2
8715	570	83.682417	-5.200236	1	5C	371	508	0	0	05 34 43.780	-05 12 00.85	       	22.0302	2	       	21.3898	2
8716	571	83.682208	-5.384722	1	44	214	405	0	0	05 34 43.730	-05 23 05.00	20.48	0.183	1	       	9.999	0
1148	572	83.682275	-5.440569	1	36	312	232	6	6	05 34 43.746	-05 26 26.05	18.562	0.072	1	16.77	0.047	1
8717	573	83.682342	-5.439722	1	36	310	247	0	0	05 34 43.762	-05 26 23.00	       	21.4053	2	       	21.3715	2
8718	574	83.682754	-5.200589	1	5C	365	502	0	0	05 34 43.861	-05 12 02.12	       	21.9895	2	       	21.346	2
1161	575	83.683021	-5.215536	1	5C	360	237	1	1	05 34 43.925	-05 12 55.93	14.783	0.013	1	13.34	0.01	1
8719	576	83.682683	-5.439206	1	36	304	256	0	0	05 34 43.844	-05 26 21.14	       	21.4664	2	       	21.4389	2
8720	577	83.683142	-5.660189	1	73	326	305	0	0	05 34 43.954	-05 39 36.68	       	22.0157	2	       	21.683	2
8721	578	83.683233	-5.712453	1	84	418	192	0	0	05 34 43.976	-05 42 44.83	       	21.56	2	20.19	0.227	1
8722	579	83.683533	-5.214731	1	5C	351	251	0	0	05 34 44.048	-05 12 53.03	       	21.2491	2	       	20.9327	2
8723	580	83.682992	-5.561636	1	1E	291	330	0	0	05 34 43.918	-05 33 41.89	       	21.2183	2	       	21.4912	2
8722	581	83.683588	-5.214464	1	5C	350	256	0	0	05 34 44.061	-05 12 52.07	       	21.3765	2	20.54	0.272	1
8724	582	83.683671	-5.519647	1	6	491	470	0	0	05 34 44.081	-05 31 10.73	       	21.67	2	20.04	0.211	1
8724	583	83.683783	-5.5195	1	6	489	473	0	0	05 34 44.108	-05 31 10.20	       	21.6473	2	19.41	0.158	1
8725	584	83.684075	-5.202644	1	5C	342	466	0	0	05 34 44.178	-05 12 09.52	       	21.987	2	       	21.4154	2
8726	585	83.683837	-5.439553	1	36	284	250	0	0	05 34 44.121	-05 26 22.39	       	21.297	2	19.77	0.187	1
8727	586	83.683975	-5.711831	1	84	405	203	0	0	05 34 44.154	-05 42 42.59	20.882	0.213	1	17.41	0.063	1
8728	587	83.684121	-5.515106	1	6	483	551	0	0	05 34 44.189	-05 30 54.38	       	21.0641	2	       	21.3672	2
8729	588	83.684125	-5.516628	1	6	483	524	0	0	05 34 44.190	-05 30 59.86	       	21.1887	2	20.02	0.211	1
8730	589	83.684083	-5.70845	1	84	403	263	0	0	05 34 44.180	-05 42 30.42	       	21.9328	2	19.69	0.18	1
8731	590	83.684867	-5.565319	1	1E	268	276	0	0	05 34 44.368	-05 33 55.15	       	21.1755	2	       	21.4557	2
8732	591	83.684767	-5.384081	1	45	654	502	0	0	05 34 44.344	-05 23 02.69	       	18.2767	2	       	18.7486	2
8733	592	83.685029	-5.209336	1	5C	325	347	0	0	05 34 44.407	-05 12 33.61	       	21.5443	2	       	21.4228	2
8734	593	83.685237	-5.206306	1	5C	321	401	0	0	05 34 44.457	-05 12 22.70	       	21.8762	2	       	21.6195	2
8735	594	83.685108	-5.702969	1	84	385	360	0	0	05 34 44.426	-05 42 10.69	       	22.3594	2	       	21.9376	2
8736	595	83.685287	-5.529661	1	6	462	293	0	0	05 34 44.469	-05 31 46.78	       	21.5656	2	19.14	0.141	1
1175	596	83.685146	-5.435156	1	36	261	328	3	3	05 34 44.435	-05 26 06.56	13.382	0.007	1	12.69	0.007	1
8737	597	83.685642	-5.208019	1	5C	314	370	0	0	05 34 44.554	-05 12 28.87	       	21.7139	2	       	21.4249	2
8738	598	83.685329	-5.430608	1	36	258	409	0	0	05 34 44.479	-05 25 50.19	       	21.3511	2	       	21.4499	2
8739	599	83.6858	-5.524894	1	6	453	377	0	0	05 34 44.592	-05 31 29.62	21.351	0.263	1	       	21.8011	2
8740	600	83.686021	-5.563244	1	16	552	490	0	0	05 34 44.645	-05 33 47.68	       	19.9553	2	       	20.6646	2
8202	601	83.686625	-5.561689	1	1E	237	340	0	0	05 34 44.790	-05 33 42.08	11.186	0.002	1	11.17	0.004	1
8741	602	83.686658	-5.383797	1	45	621	507	0	0	05 34 44.798	-05 23 01.67	       	20.5425	2	       	20.8786	2
8742	603	83.686787	-5.531069	1	6	436	268	0	0	05 34 44.829	-05 31 51.85	       	21.4977	2	       	20.8396	2
8743	604	83.686887	-5.519233	1	6	434	478	0	0	05 34 44.853	-05 31 09.24	       	21.5472	2	       	21.7494	2
8744	605	83.686792	-5.382928	1	45	618	522	0	0	05 34 44.830	-05 22 58.54	       	20.8027	2	       	20.901	2
8745	606	83.687058	-5.563322	1	1E	229	311	0	0	05 34 44.894	-05 33 47.96	20.524	0.188	1	19.63	0.177	1
8746	607	83.687217	-5.208828	1	5C	286	356	0	0	05 34 44.932	-05 12 31.78	15.881	0.021	1	14.4	0.016	1
8747	608	83.687275	-5.661294	1	73	253	285	0	0	05 34 44.946	-05 39 40.66	       	21.6316	2	20.17	0.225	1
8748	609	83.687829	-5.339953	1	2B	577	477	0	0	05 34 45.079	-05 20 23.83	18.802	0.103	1	17.54	0.07	1
8749	610	83.687954	-5.663267	1	73	241	250	0	0	05 34 45.109	-05 39 47.76	       	21.4862	2	20.28	0.237	1
8750	611	83.688121	-5.709744	1	84	332	240	0	0	05 34 45.149	-05 42 35.08	       	22.014	2	19.58	0.171	1
8751	612	83.688208	-5.707661	1	84	330	277	0	0	05 34 45.170	-05 42 27.58	       	21.9625	2	20.76	0.295	1
8752	613	83.689083	-5.209617	1	5C	253	342	0	0	05 34 45.380	-05 12 34.62	       	21.2315	2	       	20.9953	2
8753	614	83.689279	-5.515417	1	6	392	545	0	0	05 34 45.427	-05 30 55.50	16.488	0.028	1	14.77	0.019	1
8754	615	83.689358	-5.518825	1	6	391	485	0	0	05 34 45.446	-05 31 07.77	20.819	0.206	1	18.98	0.129	1
8755	616	83.689117	-5.435803	1	36	191	317	0	0	05 34 45.388	-05 26 08.89	21.248	0.264	1	       	9.999	0
1245	617	83.689388	-5.391228	1	45	572	375	2	2	05 34 45.453	-05 23 28.42	18.899	0.087	1	17.43	0.064	1
8756	618	83.689612	-5.563028	1	16	489	493	0	0	05 34 45.507	-05 33 46.90	       	20.6158	2	       	21.0914	2
8757	619	83.690229	-5.515519	1	6	375	544	0	0	05 34 45.655	-05 30 55.87	16.937	0.034	1	15.31	0.024	1
8758	620	83.690804	-5.393097	1	45	547	342	0	0	05 34 45.793	-05 23 35.15	       	20.8118	2	20.16	0.236	1
8759	621	83.691508	-5.339611	1	2B	512	483	0	0	05 34 45.962	-05 20 22.60	       	21.1856	2	       	21.4972	2
1286	622	83.691692	-5.380753	1	45	532	561	3	3	05 34 46.006	-05 22 50.71	14.966	0.014	1	13.75	0.012	1
8760	623	83.691725	-5.706414	1	84	268	299	0	0	05 34 46.014	-05 42 23.09	       	21.6624	2	       	21.4524	2
1288	624	83.691833	-5.379889	1	45	529	576	3	3	05 34 46.040	-05 22 47.60	15.548	0.018	1	14.43	0.016	1
8761	625	83.691983	-5.524072	1	6	344	392	0	0	05 34 46.076	-05 31 26.66	       	21.6565	2	       	21.3679	2
8762	626	83.691971	-5.655625	1	74	653	476	0	0	05 34 46.073	-05 39 20.25	       	21.412	2	18.59	0.109	1
8763	627	83.692283	-5.569997	1	16	442	370	0	0	05 34 46.148	-05 34 11.99	8.22	0.001	1	7.32	0.001	1
1295	628	83.692362	-5.379794	1	45	520	578	2	2	05 34 46.167	-05 22 47.26	19.357	0.107	1	17.73	0.073	1
8764	629	83.692408	-5.396408	1	45	519	283	0	0	05 34 46.178	-05 23 47.07	       	20.3577	2	       	20.8688	2
1299	630	83.692575	-5.397947	1	45	516	256	3	3	05 34 46.218	-05 23 52.61	18.727	0.079	1	17.25	0.058	1
8765	631	83.692913	-5.556861	1	16	431	603	0	0	05 34 46.299	-05 33 24.70	21.416	0.281	1	20.28	0.239	1
8766	632	83.693567	-5.340572	1	2B	476	466	0	0	05 34 46.456	-05 20 26.06	       	20.7994	2	       	20.9238	2
8767	633	83.693679	-5.339219	1	2B	474	490	0	0	05 34 46.483	-05 20 21.19	       	21.1308	2	       	21.23	2
8768	634	83.693221	-5.561853	1	16	418	503	0	0	05 34 46.373	-05 33 42.67	19.226	0.101	1	18.04	0.085	1
8769	635	83.69365	-5.433092	1	37	597	450	0	0	05 34 46.476	-05 25 59.13	21.326	0.273	1	19.31	0.151	1
8770	636	83.693875	-5.3986	1	45	493	244	0	0	05 34 46.530	-05 23 54.96	       	20.1268	2	       	20.7103	2
1327	637	83.694225	-5.390461	1	45	487	389	3	3	05 34 46.614	-05 23 25.66	13.08	0.006	1	11.72	0.005	1
8771	638	83.694733	-5.339164	1	2B	455	491	0	0	05 34 46.736	-05 20 20.99	       	21.1893	2	20.06	0.218	1
8772	639	83.694708	-5.577086	1	16	399	244	0	0	05 34 46.730	-05 34 37.51	       	20.059	2	18.22	0.093	1
8773	640	83.694883	-5.656797	1	74	601	455	0	0	05 34 46.772	-05 39 24.47	       	21.491	2	19.74	0.185	1
8774	641	83.695304	-5.337144	1	2B	445	527	0	0	05 34 46.873	-05 20 13.72	       	20.6284	2	       	20.5602	2
1351	642	83.695004	-5.434783	1	37	573	420	4	4	05 34 46.801	-05 26 05.22	14.774	0.013	1	12.98	0.008	1
1353	643	83.695125	-5.393433	1	45	471	336	2	2	05 34 46.830	-05 23 36.36	20.371	0.169	1	18.89	0.125	1
8775	644	83.695129	-5.391506	1	45	471	370	0	0	05 34 46.831	-05 23 29.42	19.966	0.141	1	19.31	0.152	1
8776	645	83.695462	-5.656019	1	74	591	469	0	0	05 34 46.911	-05 39 21.67	19.27	0.1	1	16.92	0.05	1
8777	646	83.695625	-5.661886	1	74	588	365	0	0	05 34 46.950	-05 39 42.79	18.288	0.064	1	17.15	0.056	1
8778	647	83.695817	-5.676378	1	73	102	17	0	0	05 34 46.996	-05 40 34.96	       	9.999	0	       	9.999	0
8779	648	83.695908	-5.660978	1	74	583	381	0	0	05 34 47.018	-05 39 39.52	21.287	0.259	1	18.71	0.114	1
1383	649	83.696062	-5.399331	1	45	454	231	6	6	05 34 47.055	-05 23 57.59	15.92	0.021	1	14.97	0.02	1
8780	650	83.6964	-5.658103	1	74	574	432	0	0	05 34 47.136	-05 39 29.17	       	21.8233	2	       	21.4714	2
8781	651	83.696321	-5.426836	1	37	550	561	0	0	05 34 47.117	-05 25 36.61	21.22	0.251	1	19.7	0.181	1
8782	652	83.696929	-5.349719	1	2B	416	304	0	0	05 34 47.263	-05 20 58.99	       	19.0355	2	       	19.9316	2
8783	653	83.69665	-5.398983	1	45	444	238	0	0	05 34 47.196	-05 23 56.34	       	21.0435	2	       	21.0677	2
8784	654	83.696787	-5.530094	1	6	259	285	0	0	05 34 47.229	-05 31 48.34	       	9.999	0	       	9.999	0
8785	655	83.696937	-5.654081	1	74	565	503	0	0	05 34 47.265	-05 39 14.69	       	21.5378	2	19.23	0.146	1
8786	656	83.69685	-5.345936	1	2B	407	379	0	0	05 34 47.244	-05 20 45.37	       	20.96	2	19.49	0.168	1
8786	657	83.69685	-5.345936	1	2B	407	379	0	0	05 34 47.244	-05 20 45.37	       	20.96	2	19.49	0.168	1
8787	658	83.697404	-5.568464	1	16	351	397	0	0	05 34 47.377	-05 34 06.47	       	19.015	2	19.1	0.16	1
8788	659	83.697071	-5.559392	1	16	350	547	0	0	05 34 47.297	-05 33 33.81	19.845	0.131	1	17.93	0.08	1
8789	660	83.697721	-5.425428	1	37	525	586	0	0	05 34 47.453	-05 25 31.54	       	21.1429	2	20.3	0.239	1
1415	661	83.697746	-5.438289	1	37	525	358	2	2	05 34 47.459	-05 26 17.84	       	21.3147	2	20.66	0.292	1
8790	662	83.6983	-5.337414	1	2B	392	522	0	0	05 34 47.592	-05 20 14.69	16.896	0.034	1	15.91	0.031	1
8791	663	83.698042	-5.345842	1	2B	386	381	0	0	05 34 47.530	-05 20 45.03	       	20.5519	2	       	20.3584	2
8791	664	83.698042	-5.345842	1	2B	386	381	0	0	05 34 47.530	-05 20 45.03	       	20.5519	2	       	20.3584	2
8792	665	83.698879	-5.352625	1	2B	382	252	0	0	05 34 47.731	-05 21 09.45	20.272	0.257	1	19.87	0.263	1
8793	666	83.698696	-5.427006	1	37	508	558	0	0	05 34 47.687	-05 25 37.22	       	21.0197	2	20.05	0.213	1
8794	667	83.699092	-5.339756	1	2B	378	480	0	0	05 34 47.782	-05 20 23.12	       	20.8396	2	       	20.7621	2
8795	668	83.698808	-5.425764	1	37	506	580	0	0	05 34 47.714	-05 25 32.75	       	20.7594	2	20.36	0.247	1
8796	669	83.699046	-5.566356	1	16	322	434	0	0	05 34 47.771	-05 33 58.88	19.929	0.139	1	18.31	0.095	1
1439	670	83.698962	-5.442317	1	37	503	286	3	3	05 34 47.751	-05 26 32.34	15.593	0.018	1	14.24	0.015	1
8797	671	83.6994	-5.345756	1	2B	372	374	0	0	05 34 47.856	-05 20 44.72	       	20.4816	2	       	20.5497	2
8798	672	83.699579	-5.390486	1	45	392	388	0	0	05 34 47.899	-05 23 25.75	       	21.2823	2	20.64	0.28	1
8799	673	83.699679	-5.563503	1	16	311	485	0	0	05 34 47.923	-05 33 48.61	21.031	0.234	1	19.24	0.146	1
8800	674	83.699433	-5.572561	1	16	308	313	0	0	05 34 47.864	-05 34 21.22	       	20.0683	2	20.21	0.259	1
8801	675	83.699717	-5.424142	1	37	490	609	0	0	05 34 47.932	-05 25 26.91	       	20.945	2	       	21.2416	2
1452	676	83.699892	-5.380886	1	45	387	559	3	3	05 34 47.974	-05 22 51.19	20.222	0.157	1	18.22	0.091	1
8802	677	83.699987	-5.661297	1	74	511	375	0	0	05 34 47.997	-05 39 40.67	15.863	0.021	1	14.98	0.02	1
1450	678	83.699925	-5.394556	1	45	386	316	3	3	05 34 47.982	-05 23 40.40	14.066	0.009	1	13.08	0.009	1
1458	679	83.699979	-5.443228	1	37	485	270	2	2	05 34 47.995	-05 26 35.62	16.452	0.027	1	15.06	0.021	1
8803	680	83.70005	-5.393319	1	45	384	338	0	0	05 34 48.012	-05 23 35.95	       	20.8169	2	20.56	0.27	1
8804	681	83.700142	-5.66565	1	74	508	298	0	0	05 34 48.034	-05 39 56.34	       	21.5572	2	       	21.4375	2
8805	682	83.700117	-5.398669	1	45	383	243	0	0	05 34 48.028	-05 23 55.21	       	20.8099	2	       	21.1116	2
1462	683	83.700113	-5.444997	1	37	483	239	3	3	05 34 48.027	-05 26 41.99	17.726	0.049	1	16.23	0.036	1
8806	684	83.700437	-5.400281	1	45	377	215	0	0	05 34 48.105	-05 24 01.01	19.906	0.138	1	20.39	0.254	1
8807	685	83.700312	-5.563714	1	16	293	470	0	0	05 34 48.075	-05 33 49.37	18.871	0.084	1	17.13	0.055	1
1468	686	83.700629	-5.377369	1	45	374	621	3	3	05 34 48.151	-05 22 38.53	14.439	0.011	1	13.57	0.011	1
8808	687	83.700575	-5.429089	1	37	475	521	0	0	05 34 48.138	-05 25 44.72	       	21.4428	2	       	21.8196	2
8809	688	83.701083	-5.578906	1	16	286	212	0	0	05 34 48.260	-05 34 44.06	       	20.346	2	19.88	0.199	1
1483	689	83.701183	-5.390247	1	45	364	392	2	2	05 34 48.284	-05 23 24.89	       	21.2211	2	19.32	0.151	1
